+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                ;
+--------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                            ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:11:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:10:two_one_MUX_i|g_or1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:10:two_one_MUX_i|g_and2   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:10:two_one_MUX_i|g_and1   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:10:two_one_MUX_i|g_invg1  ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:10:two_one_MUX_i          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:9:two_one_MUX_i|g_or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:9:two_one_MUX_i|g_and2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:9:two_one_MUX_i|g_and1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:9:two_one_MUX_i|g_invg1   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:9:two_one_MUX_i           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:8:two_one_MUX_i|g_or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:8:two_one_MUX_i|g_and2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:8:two_one_MUX_i|g_and1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:8:two_one_MUX_i|g_invg1   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:8:two_one_MUX_i           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:7:two_one_MUX_i|g_or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:7:two_one_MUX_i|g_and2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:7:two_one_MUX_i|g_and1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:7:two_one_MUX_i|g_invg1   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:7:two_one_MUX_i           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:6:two_one_MUX_i|g_or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:6:two_one_MUX_i|g_and2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:6:two_one_MUX_i|g_and1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:6:two_one_MUX_i|g_invg1   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:6:two_one_MUX_i           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:5:two_one_MUX_i|g_or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:5:two_one_MUX_i|g_and2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:5:two_one_MUX_i|g_and1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:5:two_one_MUX_i|g_invg1   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:5:two_one_MUX_i           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:4:two_one_MUX_i|g_or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:4:two_one_MUX_i|g_and2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:4:two_one_MUX_i|g_and1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:4:two_one_MUX_i|g_invg1   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:4:two_one_MUX_i           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:3:two_one_MUX_i|g_or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:3:two_one_MUX_i|g_and2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:3:two_one_MUX_i|g_and1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:3:two_one_MUX_i|g_invg1   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:3:two_one_MUX_i           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:2:two_one_MUX_i|g_or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:2:two_one_MUX_i|g_and2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:2:two_one_MUX_i|g_and1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:2:two_one_MUX_i|g_invg1   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:2:two_one_MUX_i           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:1:two_one_MUX_i|g_or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:1:two_one_MUX_i|g_and2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:1:two_one_MUX_i|g_and1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:1:two_one_MUX_i|g_invg1   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:1:two_one_MUX_i           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:0:two_one_MUX_i|g_or1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:0:two_one_MUX_i|g_and2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:0:two_one_MUX_i|g_and1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:0:two_one_MUX_i|g_invg1   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input|\G1:0:two_one_MUX_i           ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1|two_one_MUX_select_input                               ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|Barrel_Shifter1                                                        ; 39    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|g_mux|or1                                                    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|g_mux|and2                                                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|g_mux|and1                                                   ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|g_mux|inv1                                                   ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|g_mux                                                        ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:30:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:29:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:28:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:27:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:26:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:25:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:24:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:23:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:22:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:21:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:20:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:19:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:18:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:17:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:16:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:15:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:14:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:13:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:12:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:11:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:10:norg2                                                 ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:9:norg2                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:8:norg2                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:7:norg2                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:6:norg2                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:5:norg2                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:4:norg2                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:3:norg2                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:2:norg2                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:1:norg2                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G2:0:norg2                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1|g_mux|or1                                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1|g_mux|and2                                           ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1|g_mux|and1                                           ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1|g_mux|inv1                                           ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1|g_mux                                                ; 3     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1|alu_FullAdder1|org1                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1|alu_FullAdder1|and2                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1|alu_FullAdder1|and1                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1|alu_FullAdder1|xor2                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1|alu_FullAdder1|xor1                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1|alu_FullAdder1                                       ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|ob_alu1                                                      ; 9     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:30:ob_alu|alu_FullAdder1|org1                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:30:ob_alu|alu_FullAdder1|and2                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:30:ob_alu|alu_FullAdder1|and1                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:30:ob_alu|alu_FullAdder1|xor2                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:30:ob_alu|alu_FullAdder1|xor1                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:30:ob_alu|alu_FullAdder1                                 ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:30:ob_alu                                                ; 8     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:29:ob_alu|alu_FullAdder1|org1                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:29:ob_alu|alu_FullAdder1|and2                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:29:ob_alu|alu_FullAdder1|and1                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:29:ob_alu|alu_FullAdder1|xor2                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:29:ob_alu|alu_FullAdder1|xor1                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:29:ob_alu|alu_FullAdder1                                 ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:29:ob_alu                                                ; 8     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:28:ob_alu|alu_FullAdder1|org1                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; AluWithBarrel|NBit_ALU1|\G1:28:ob_alu|alu_FullAdder1|and2                            ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
